Departamento,Municipio,Areas,"Total, Cabecera, Centro poblado, Rural disperso y tipos de vivienda",Total,"Mármol, parqué, madera pulida o lacada","Baldosa, vinilo, tableta, ladrillo, laminado",Alfombra,"Cemento, gravilla","Madera burda, tabla, tablón, otro vegetal","Tierra, arena, barro"
25_Cundinamarca,214_Cota,Cabecera,Otro tipo de vivienda (1),10.0,0.0,2.0,1.0,0.0,7.0,0.0
25_Cundinamarca,214_Cota,Rural disperso,Total,3414.0,266.0,2567.0,11.0,495.0,61.0,14.0
25_Cundinamarca,214_Cota,Rural disperso,Casa,2734.0,259.0,2079.0,9.0,339.0,42.0,6.0
25_Cundinamarca,214_Cota,Rural disperso,Apartamento,430.0,7.0,335.0,2.0,80.0,5.0,1.0
25_Cundinamarca,214_Cota,Rural disperso,Tipo cuarto,235.0,0.0,151.0,0.0,70.0,11.0,3.0
25_Cundinamarca,214_Cota,Rural disperso,Vivienda tradicional indígena,7.0,0.0,1.0,0.0,3.0,2.0,1.0
25_Cundinamarca,214_Cota,Rural disperso,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,2.0,0.0,0.0
25_Cundinamarca,214_Cota,Rural disperso,Otro tipo de vivienda (1),6.0,0.0,1.0,0.0,1.0,1.0,3.0
25_Cundinamarca,224_Cucunubá,Total municipal,Total,2032.0,9.0,1109.0,0.0,683.0,69.0,162.0
25_Cundinamarca,224_Cucunubá,Total municipal,Casa,1940.0,7.0,1056.0,0.0,655.0,63.0,159.0
25_Cundinamarca,224_Cucunubá,Total municipal,Apartamento,50.0,1.0,39.0,0.0,7.0,2.0,1.0
25_Cundinamarca,224_Cucunubá,Total municipal,Tipo cuarto,42.0,1.0,14.0,0.0,21.0,4.0,2.0
25_Cundinamarca,224_Cucunubá,Cabecera,Total,345.0,3.0,221.0,0.0,97.0,15.0,9.0
25_Cundinamarca,224_Cucunubá,Cabecera,Casa,306.0,1.0,193.0,0.0,91.0,13.0,8.0
25_Cundinamarca,224_Cucunubá,Cabecera,Apartamento,28.0,1.0,24.0,0.0,3.0,0.0,0.0
25_Cundinamarca,224_Cucunubá,Cabecera,Tipo cuarto,11.0,1.0,4.0,0.0,3.0,2.0,1.0
25_Cundinamarca,224_Cucunubá,Rural disperso,Total,1687.0,6.0,888.0,0.0,586.0,54.0,153.0
25_Cundinamarca,224_Cucunubá,Rural disperso,Casa,1634.0,6.0,863.0,0.0,564.0,50.0,151.0
25_Cundinamarca,224_Cucunubá,Rural disperso,Apartamento,22.0,0.0,15.0,0.0,4.0,2.0,1.0
25_Cundinamarca,224_Cucunubá,Rural disperso,Tipo cuarto,31.0,0.0,10.0,0.0,18.0,2.0,1.0
25_Cundinamarca,245_El Colegio,Total municipal,Total,8977.0,47.0,5805.0,5.0,2772.0,101.0,247.0
25_Cundinamarca,245_El Colegio,Total municipal,Casa,6192.0,33.0,3495.0,3.0,2343.0,87.0,231.0
25_Cundinamarca,245_El Colegio,Total municipal,Apartamento,2343.0,9.0,2047.0,2.0,276.0,8.0,1.0
25_Cundinamarca,245_El Colegio,Total municipal,Tipo cuarto,430.0,5.0,259.0,0.0,150.0,6.0,10.0
25_Cundinamarca,245_El Colegio,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,245_El Colegio,Total municipal,Otro tipo de vivienda (1),11.0,0.0,4.0,0.0,2.0,0.0,5.0
25_Cundinamarca,245_El Colegio,Cabecera,Total,3791.0,29.0,3318.0,3.0,422.0,12.0,7.0
25_Cundinamarca,245_El Colegio,Cabecera,Casa,1579.0,16.0,1366.0,1.0,188.0,5.0,3.0
25_Cundinamarca,245_El Colegio,Cabecera,Apartamento,1959.0,8.0,1759.0,2.0,184.0,5.0,1.0
25_Cundinamarca,245_El Colegio,Cabecera,Tipo cuarto,246.0,5.0,190.0,0.0,49.0,2.0,0.0
25_Cundinamarca,245_El Colegio,Cabecera,Otro tipo de vivienda (1),7.0,0.0,3.0,0.0,1.0,0.0,3.0
25_Cundinamarca,245_El Colegio,Centro poblado,Total,643.0,3.0,453.0,1.0,174.0,6.0,6.0
25_Cundinamarca,245_El Colegio,Centro poblado,Casa,387.0,2.0,255.0,1.0,119.0,4.0,6.0
25_Cundinamarca,245_El Colegio,Centro poblado,Apartamento,227.0,1.0,181.0,0.0,44.0,1.0,0.0
25_Cundinamarca,245_El Colegio,Centro poblado,Tipo cuarto,29.0,0.0,17.0,0.0,11.0,1.0,0.0
25_Cundinamarca,245_El Colegio,Rural disperso,Total,4543.0,15.0,2034.0,1.0,2176.0,83.0,234.0
25_Cundinamarca,245_El Colegio,Rural disperso,Casa,4226.0,15.0,1874.0,1.0,2036.0,78.0,222.0
25_Cundinamarca,245_El Colegio,Rural disperso,Apartamento,157.0,0.0,107.0,0.0,48.0,2.0,0.0
25_Cundinamarca,245_El Colegio,Rural disperso,Tipo cuarto,155.0,0.0,52.0,0.0,90.0,3.0,10.0
25_Cundinamarca,245_El Colegio,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,245_El Colegio,Rural disperso,Otro tipo de vivienda (1),4.0,0.0,1.0,0.0,1.0,0.0,2.0
25_Cundinamarca,258_El Peñón,Total municipal,Total,1413.0,4.0,245.0,0.0,710.0,21.0,433.0
25_Cundinamarca,258_El Peñón,Total municipal,Casa,1264.0,3.0,201.0,0.0,644.0,20.0,396.0
25_Cundinamarca,258_El Peñón,Total municipal,Apartamento,35.0,0.0,27.0,0.0,7.0,0.0,1.0
25_Cundinamarca,258_El Peñón,Total municipal,Tipo cuarto,114.0,1.0,17.0,0.0,59.0,1.0,36.0
25_Cundinamarca,258_El Peñón,Cabecera,Total,176.0,2.0,107.0,0.0,60.0,4.0,3.0
25_Cundinamarca,258_El Peñón,Cabecera,Casa,138.0,2.0,79.0,0.0,50.0,4.0,3.0
25_Cundinamarca,258_El Peñón,Cabecera,Apartamento,22.0,0.0,18.0,0.0,4.0,0.0,0.0
25_Cundinamarca,258_El Peñón,Cabecera,Tipo cuarto,16.0,0.0,10.0,0.0,6.0,0.0,0.0
25_Cundinamarca,258_El Peñón,Centro poblado,Total,87.0,0.0,29.0,0.0,56.0,0.0,2.0
25_Cundinamarca,258_El Peñón,Centro poblado,Casa,79.0,0.0,23.0,0.0,54.0,0.0,2.0
25_Cundinamarca,258_El Peñón,Centro poblado,Apartamento,6.0,0.0,5.0,0.0,1.0,0.0,0.0
25_Cundinamarca,258_El Peñón,Centro poblado,Tipo cuarto,2.0,0.0,1.0,0.0,1.0,0.0,0.0
25_Cundinamarca,258_El Peñón,Rural disperso,Total,1150.0,2.0,109.0,0.0,594.0,17.0,428.0
25_Cundinamarca,258_El Peñón,Rural disperso,Casa,1047.0,1.0,99.0,0.0,540.0,16.0,391.0
25_Cundinamarca,258_El Peñón,Rural disperso,Apartamento,7.0,0.0,4.0,0.0,2.0,0.0,1.0
25_Cundinamarca,258_El Peñón,Rural disperso,Tipo cuarto,96.0,1.0,6.0,0.0,52.0,1.0,36.0
25_Cundinamarca,260_El Rosal,Total municipal,Total,6493.0,99.0,5754.0,7.0,606.0,23.0,4.0
25_Cundinamarca,260_El Rosal,Total municipal,Casa,3525.0,64.0,3123.0,7.0,306.0,21.0,4.0
25_Cundinamarca,260_El Rosal,Total municipal,Apartamento,2495.0,33.0,2270.0,0.0,190.0,2.0,0.0
25_Cundinamarca,260_El Rosal,Total municipal,Tipo cuarto,470.0,2.0,361.0,0.0,107.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Total municipal,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,3.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Cabecera,Total,5570.0,79.0,4962.0,5.0,515.0,8.0,1.0
25_Cundinamarca,260_El Rosal,Cabecera,Casa,2642.0,44.0,2359.0,5.0,227.0,6.0,1.0
25_Cundinamarca,260_El Rosal,Cabecera,Apartamento,2469.0,33.0,2250.0,0.0,184.0,2.0,0.0
25_Cundinamarca,260_El Rosal,Cabecera,Tipo cuarto,457.0,2.0,353.0,0.0,102.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Cabecera,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,2.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Centro poblado,Total,126.0,0.0,124.0,0.0,2.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Centro poblado,Casa,125.0,0.0,123.0,0.0,2.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Centro poblado,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Rural disperso,Total,797.0,20.0,668.0,2.0,89.0,15.0,3.0
25_Cundinamarca,260_El Rosal,Rural disperso,Casa,758.0,20.0,641.0,2.0,77.0,15.0,3.0
25_Cundinamarca,260_El Rosal,Rural disperso,Apartamento,25.0,0.0,19.0,0.0,6.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Rural disperso,Tipo cuarto,13.0,0.0,8.0,0.0,5.0,0.0,0.0
25_Cundinamarca,260_El Rosal,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,269_Facatativá,Total municipal,Total,40555.0,1088.0,34915.0,93.0,3924.0,384.0,151.0
25_Cundinamarca,269_Facatativá,Total municipal,Casa,20440.0,495.0,16887.0,41.0,2642.0,245.0,130.0
25_Cundinamarca,269_Facatativá,Total municipal,Apartamento,17309.0,520.0,15813.0,42.0,868.0,62.0,4.0
25_Cundinamarca,269_Facatativá,Total municipal,Tipo cuarto,2768.0,71.0,2195.0,8.0,410.0,74.0,10.0
25_Cundinamarca,269_Facatativá,Total municipal,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,1.0,0.0,1.0
25_Cundinamarca,269_Facatativá,Total municipal,Vivienda tradicional étnica,4.0,0.0,4.0,0.0,0.0,0.0,0.0
25_Cundinamarca,269_Facatativá,Total municipal,Otro tipo de vivienda (1),32.0,2.0,16.0,2.0,3.0,3.0,6.0
25_Cundinamarca,269_Facatativá,Cabecera,Total,37016.0,1049.0,32838.0,89.0,2751.0,239.0,50.0
25_Cundinamarca,269_Facatativá,Cabecera,Casa,17235.0,467.0,15059.0,37.0,1528.0,108.0,36.0
25_Cundinamarca,269_Facatativá,Cabecera,Apartamento,17147.0,515.0,15686.0,42.0,843.0,58.0,3.0
25_Cundinamarca,269_Facatativá,Cabecera,Tipo cuarto,2610.0,66.0,2080.0,8.0,378.0,72.0,6.0
25_Cundinamarca,269_Facatativá,Cabecera,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,269_Facatativá,Cabecera,Vivienda tradicional étnica,4.0,0.0,4.0,0.0,0.0,0.0,0.0
25_Cundinamarca,269_Facatativá,Cabecera,Otro tipo de vivienda (1),19.0,1.0,9.0,2.0,2.0,1.0,4.0
25_Cundinamarca,269_Facatativá,Centro poblado,Total,1434.0,7.0,872.0,1.0,499.0,32.0,23.0
25_Cundinamarca,269_Facatativá,Centro poblado,Casa,1283.0,3.0,770.0,1.0,459.0,28.0,22.0
25_Cundinamarca,269_Facatativá,Centro poblado,Apartamento,112.0,4.0,86.0,0.0,19.0,3.0,0.0
25_Cundinamarca,269_Facatativá,Centro poblado,Tipo cuarto,38.0,0.0,16.0,0.0,20.0,1.0,1.0
25_Cundinamarca,269_Facatativá,Centro poblado,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,269_Facatativá,Rural disperso,Total,2105.0,32.0,1205.0,3.0,674.0,113.0,78.0
25_Cundinamarca,269_Facatativá,Rural disperso,Casa,1922.0,25.0,1058.0,3.0,655.0,109.0,72.0
25_Cundinamarca,269_Facatativá,Rural disperso,Apartamento,50.0,1.0,41.0,0.0,6.0,1.0,1.0
25_Cundinamarca,269_Facatativá,Rural disperso,Tipo cuarto,120.0,5.0,99.0,0.0,12.0,1.0,3.0
25_Cundinamarca,269_Facatativá,Rural disperso,Otro tipo de vivienda (1),13.0,1.0,7.0,0.0,1.0,2.0,2.0
25_Cundinamarca,279_Fómeque,Total municipal,Total,3599.0,28.0,1986.0,0.0,1341.0,82.0,162.0
25_Cundinamarca,279_Fómeque,Total municipal,Casa,3006.0,25.0,1450.0,0.0,1291.0,81.0,159.0
25_Cundinamarca,279_Fómeque,Total municipal,Apartamento,502.0,2.0,476.0,0.0,24.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Total municipal,Tipo cuarto,89.0,1.0,60.0,0.0,26.0,1.0,1.0
25_Cundinamarca,279_Fómeque,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
25_Cundinamarca,279_Fómeque,Cabecera,Total,1485.0,24.0,1317.0,0.0,131.0,7.0,6.0
25_Cundinamarca,279_Fómeque,Cabecera,Casa,937.0,21.0,801.0,0.0,102.0,7.0,6.0
25_Cundinamarca,279_Fómeque,Cabecera,Apartamento,491.0,2.0,468.0,0.0,21.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Cabecera,Tipo cuarto,57.0,1.0,48.0,0.0,8.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Centro poblado,Total,51.0,1.0,50.0,0.0,0.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Centro poblado,Casa,42.0,1.0,41.0,0.0,0.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Centro poblado,Apartamento,6.0,0.0,6.0,0.0,0.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Centro poblado,Tipo cuarto,3.0,0.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Rural disperso,Total,2063.0,3.0,619.0,0.0,1210.0,75.0,156.0
25_Cundinamarca,279_Fómeque,Rural disperso,Casa,2027.0,3.0,608.0,0.0,1189.0,74.0,153.0
25_Cundinamarca,279_Fómeque,Rural disperso,Apartamento,5.0,0.0,2.0,0.0,3.0,0.0,0.0
25_Cundinamarca,279_Fómeque,Rural disperso,Tipo cuarto,29.0,0.0,9.0,0.0,18.0,1.0,1.0
25_Cundinamarca,279_Fómeque,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
25_Cundinamarca,281_Fosca,Total municipal,Total,1739.0,8.0,441.0,0.0,1141.0,32.0,117.0
25_Cundinamarca,281_Fosca,Total municipal,Casa,1643.0,5.0,374.0,0.0,1120.0,28.0,116.0
25_Cundinamarca,281_Fosca,Total municipal,Apartamento,70.0,3.0,57.0,0.0,7.0,3.0,0.0
25_Cundinamarca,281_Fosca,Total municipal,Tipo cuarto,25.0,0.0,10.0,0.0,14.0,1.0,0.0
25_Cundinamarca,281_Fosca,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,281_Fosca,Cabecera,Total,396.0,6.0,265.0,0.0,105.0,15.0,5.0
25_Cundinamarca,281_Fosca,Cabecera,Casa,322.0,3.0,205.0,0.0,98.0,11.0,5.0
25_Cundinamarca,281_Fosca,Cabecera,Apartamento,60.0,3.0,51.0,0.0,3.0,3.0,0.0
25_Cundinamarca,281_Fosca,Cabecera,Tipo cuarto,14.0,0.0,9.0,0.0,4.0,1.0,0.0
25_Cundinamarca,281_Fosca,Centro poblado,Total,46.0,0.0,23.0,0.0,21.0,2.0,0.0
25_Cundinamarca,281_Fosca,Centro poblado,Casa,44.0,0.0,23.0,0.0,19.0,2.0,0.0
25_Cundinamarca,281_Fosca,Centro poblado,Apartamento,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,281_Fosca,Centro poblado,Tipo cuarto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,281_Fosca,Rural disperso,Total,1297.0,2.0,153.0,0.0,1015.0,15.0,112.0
25_Cundinamarca,281_Fosca,Rural disperso,Casa,1277.0,2.0,146.0,0.0,1003.0,15.0,111.0
25_Cundinamarca,281_Fosca,Rural disperso,Apartamento,9.0,0.0,6.0,0.0,3.0,0.0,0.0
25_Cundinamarca,281_Fosca,Rural disperso,Tipo cuarto,10.0,0.0,1.0,0.0,9.0,0.0,0.0
25_Cundinamarca,281_Fosca,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,286_Funza,Total municipal,Total,28755.0,1315.0,25532.0,186.0,1487.0,207.0,28.0
25_Cundinamarca,286_Funza,Total municipal,Casa,12801.0,702.0,11027.0,147.0,813.0,93.0,19.0
25_Cundinamarca,286_Funza,Total municipal,Apartamento,13429.0,539.0,12318.0,34.0,454.0,79.0,5.0
25_Cundinamarca,286_Funza,Total municipal,Tipo cuarto,2512.0,74.0,2179.0,4.0,219.0,32.0,4.0
25_Cundinamarca,286_Funza,Total municipal,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,286_Funza,Total municipal,Vivienda tradicional étnica,2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,286_Funza,Total municipal,Otro tipo de vivienda (1),10.0,0.0,5.0,1.0,1.0,3.0,0.0
25_Cundinamarca,286_Funza,Cabecera,Total,28036.0,1303.0,25102.0,181.0,1247.0,180.0,23.0
25_Cundinamarca,286_Funza,Cabecera,Casa,12200.0,692.0,10679.0,144.0,598.0,73.0,14.0
25_Cundinamarca,286_Funza,Cabecera,Apartamento,13355.0,537.0,12254.0,33.0,451.0,75.0,5.0
25_Cundinamarca,286_Funza,Cabecera,Tipo cuarto,2473.0,74.0,2162.0,4.0,198.0,31.0,4.0
25_Cundinamarca,286_Funza,Cabecera,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,286_Funza,Cabecera,Vivienda tradicional étnica,2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,286_Funza,Cabecera,Otro tipo de vivienda (1),5.0,0.0,4.0,0.0,0.0,1.0,0.0
25_Cundinamarca,286_Funza,Centro poblado,Total,148.0,1.0,103.0,0.0,43.0,1.0,0.0
25_Cundinamarca,286_Funza,Centro poblado,Casa,133.0,1.0,91.0,0.0,40.0,1.0,0.0
25_Cundinamarca,286_Funza,Centro poblado,Apartamento,5.0,0.0,5.0,0.0,0.0,0.0,0.0
25_Cundinamarca,286_Funza,Centro poblado,Tipo cuarto,10.0,0.0,7.0,0.0,3.0,0.0,0.0
25_Cundinamarca,286_Funza,Rural disperso,Total,571.0,11.0,327.0,5.0,197.0,26.0,5.0
25_Cundinamarca,286_Funza,Rural disperso,Casa,468.0,9.0,257.0,3.0,175.0,19.0,5.0
25_Cundinamarca,286_Funza,Rural disperso,Apartamento,69.0,2.0,59.0,1.0,3.0,4.0,0.0
25_Cundinamarca,286_Funza,Rural disperso,Tipo cuarto,29.0,0.0,10.0,0.0,18.0,1.0,0.0
25_Cundinamarca,286_Funza,Rural disperso,Otro tipo de vivienda (1),5.0,0.0,1.0,1.0,1.0,2.0,0.0
25_Cundinamarca,288_Fúquene,Total municipal,Total,1450.0,9.0,997.0,3.0,394.0,26.0,21.0
25_Cundinamarca,288_Fúquene,Total municipal,Casa,1374.0,8.0,928.0,3.0,389.0,26.0,20.0
25_Cundinamarca,288_Fúquene,Total municipal,Apartamento,67.0,1.0,62.0,0.0,4.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Total municipal,Tipo cuarto,7.0,0.0,7.0,0.0,0.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,1.0,0.0,1.0
25_Cundinamarca,288_Fúquene,Cabecera,Total,54.0,0.0,43.0,0.0,7.0,3.0,1.0
25_Cundinamarca,288_Fúquene,Cabecera,Casa,52.0,0.0,41.0,0.0,7.0,3.0,1.0
25_Cundinamarca,288_Fúquene,Cabecera,Tipo cuarto,2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Centro poblado,Total,228.0,1.0,185.0,1.0,38.0,1.0,2.0
25_Cundinamarca,288_Fúquene,Centro poblado,Casa,162.0,1.0,123.0,1.0,34.0,1.0,2.0
25_Cundinamarca,288_Fúquene,Centro poblado,Apartamento,63.0,0.0,59.0,0.0,4.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Centro poblado,Tipo cuarto,3.0,0.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Rural disperso,Total,1168.0,8.0,769.0,2.0,349.0,22.0,18.0
25_Cundinamarca,288_Fúquene,Rural disperso,Casa,1160.0,7.0,764.0,2.0,348.0,22.0,17.0
25_Cundinamarca,288_Fúquene,Rural disperso,Apartamento,4.0,1.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Rural disperso,Tipo cuarto,2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,288_Fúquene,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,1.0,0.0,1.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Total,47952.0,1445.0,41028.0,28.0,4907.0,302.0,242.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Casa,29500.0,1071.0,24556.0,18.0,3409.0,257.0,189.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Apartamento,15926.0,305.0,14588.0,10.0,993.0,20.0,10.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Tipo cuarto,2462.0,68.0,1847.0,0.0,499.0,17.0,31.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Vivienda tradicional indígena,4.0,0.0,3.0,0.0,1.0,0.0,0.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Vivienda tradicional étnica,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,290_Fusagasugá,Total municipal,Otro tipo de vivienda (1),59.0,1.0,33.0,0.0,5.0,8.0,12.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Total,40511.0,1176.0,36300.0,22.0,2838.0,91.0,84.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Casa,22957.0,819.0,20446.0,12.0,1554.0,65.0,61.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Apartamento,15471.0,296.0,14229.0,10.0,911.0,17.0,8.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Tipo cuarto,2038.0,60.0,1590.0,0.0,369.0,7.0,12.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Vivienda tradicional indígena,4.0,0.0,3.0,0.0,1.0,0.0,0.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Vivienda tradicional étnica,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,290_Fusagasugá,Cabecera,Otro tipo de vivienda (1),40.0,1.0,31.0,0.0,3.0,2.0,3.0
25_Cundinamarca,290_Fusagasugá,Centro poblado,Total,1759.0,61.0,1460.0,0.0,227.0,4.0,7.0
25_Cundinamarca,290_Fusagasugá,Centro poblado,Casa,1442.0,57.0,1216.0,0.0,165.0,1.0,3.0
25_Cundinamarca,290_Fusagasugá,Centro poblado,Apartamento,205.0,1.0,172.0,0.0,29.0,2.0,1.0
25_Cundinamarca,290_Fusagasugá,Centro poblado,Tipo cuarto,112.0,3.0,72.0,0.0,33.0,1.0,3.0
25_Cundinamarca,290_Fusagasugá,Rural disperso,Total,5682.0,208.0,3268.0,6.0,1842.0,207.0,151.0
25_Cundinamarca,290_Fusagasugá,Rural disperso,Casa,5101.0,195.0,2894.0,6.0,1690.0,191.0,125.0
25_Cundinamarca,290_Fusagasugá,Rural disperso,Apartamento,250.0,8.0,187.0,0.0,53.0,1.0,1.0
25_Cundinamarca,290_Fusagasugá,Rural disperso,Tipo cuarto,312.0,5.0,185.0,0.0,97.0,9.0,16.0
25_Cundinamarca,290_Fusagasugá,Rural disperso,Otro tipo de vivienda (1),19.0,0.0,2.0,0.0,2.0,6.0,9.0
25_Cundinamarca,293_Gachalá,Total municipal,Total,1551.0,8.0,435.0,1.0,697.0,168.0,242.0
25_Cundinamarca,293_Gachalá,Total municipal,Casa,1469.0,7.0,393.0,1.0,674.0,162.0,232.0
25_Cundinamarca,293_Gachalá,Total municipal,Apartamento,42.0,1.0,27.0,0.0,13.0,1.0,0.0
25_Cundinamarca,293_Gachalá,Total municipal,Tipo cuarto,40.0,0.0,15.0,0.0,10.0,5.0,10.0
25_Cundinamarca,293_Gachalá,Cabecera,Total,516.0,6.0,323.0,0.0,146.0,38.0,3.0
25_Cundinamarca,293_Gachalá,Cabecera,Casa,451.0,5.0,283.0,0.0,126.0,34.0,3.0
25_Cundinamarca,293_Gachalá,Cabecera,Apartamento,39.0,1.0,26.0,0.0,12.0,0.0,0.0
25_Cundinamarca,293_Gachalá,Cabecera,Tipo cuarto,26.0,0.0,14.0,0.0,8.0,4.0,0.0
25_Cundinamarca,293_Gachalá,Centro poblado,Total,58.0,0.0,14.0,0.0,37.0,3.0,4.0
25_Cundinamarca,293_Gachalá,Centro poblado,Casa,56.0,0.0,14.0,0.0,36.0,2.0,4.0
25_Cundinamarca,293_Gachalá,Centro poblado,Apartamento,2.0,0.0,0.0,0.0,1.0,1.0,0.0
25_Cundinamarca,293_Gachalá,Rural disperso,Total,977.0,2.0,98.0,1.0,514.0,127.0,235.0
25_Cundinamarca,293_Gachalá,Rural disperso,Casa,962.0,2.0,96.0,1.0,512.0,126.0,225.0
25_Cundinamarca,293_Gachalá,Rural disperso,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,293_Gachalá,Rural disperso,Tipo cuarto,14.0,0.0,1.0,0.0,2.0,1.0,10.0
25_Cundinamarca,295_Gachancipá,Total municipal,Total,5071.0,72.0,3966.0,7.0,939.0,70.0,17.0
25_Cundinamarca,295_Gachancipá,Total municipal,Casa,2045.0,28.0,1401.0,3.0,552.0,48.0,13.0
25_Cundinamarca,295_Gachancipá,Total municipal,Apartamento,2665.0,40.0,2315.0,2.0,286.0,19.0,3.0
25_Cundinamarca,295_Gachancipá,Total municipal,Tipo cuarto,356.0,4.0,248.0,2.0,98.0,3.0,1.0
25_Cundinamarca,295_Gachancipá,Total municipal,Otro tipo de vivienda (1),5.0,0.0,2.0,0.0,3.0,0.0,0.0
25_Cundinamarca,295_Gachancipá,Cabecera,Total,3438.0,52.0,2936.0,6.0,423.0,19.0,2.0
25_Cundinamarca,295_Gachancipá,Cabecera,Casa,840.0,13.0,671.0,2.0,144.0,8.0,2.0
25_Cundinamarca,295_Gachancipá,Cabecera,Apartamento,2302.0,38.0,2050.0,2.0,202.0,10.0,0.0
25_Cundinamarca,295_Gachancipá,Cabecera,Tipo cuarto,294.0,1.0,214.0,2.0,76.0,1.0,0.0
25_Cundinamarca,295_Gachancipá,Cabecera,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,1.0,0.0,0.0
25_Cundinamarca,295_Gachancipá,Centro poblado,Total,259.0,7.0,206.0,0.0,38.0,7.0,1.0
25_Cundinamarca,295_Gachancipá,Centro poblado,Casa,111.0,4.0,82.0,0.0,20.0,5.0,0.0
25_Cundinamarca,295_Gachancipá,Centro poblado,Apartamento,132.0,2.0,113.0,0.0,14.0,2.0,1.0
25_Cundinamarca,295_Gachancipá,Centro poblado,Tipo cuarto,15.0,1.0,11.0,0.0,3.0,0.0,0.0
25_Cundinamarca,295_Gachancipá,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,295_Gachancipá,Rural disperso,Total,1374.0,13.0,824.0,1.0,478.0,44.0,14.0
25_Cundinamarca,295_Gachancipá,Rural disperso,Casa,1094.0,11.0,648.0,1.0,388.0,35.0,11.0
